Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Live weight (tonnes),Landed weight (tonnes),Value(£000s)
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Horse Mackerel,Pelagic,779.2836,779.2836,568877.51
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Lemon Sole,Demersal,0.0993,0.0944,379.67
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Lobsters,Shellfish,0.0083,0.0083,161.62
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Mackerel,Pelagic,0.068,0.068,49.64
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Monks or Anglers,Demersal,0.0084,0.0066,37.79
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Mullet,Demersal,0.0076,0.0065,0
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Other Demersal,Demersal,0.8183,0.7996,435.72
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Plaice,Demersal,11.9503,11.3813,15311.46
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Pollack (Lythe),Demersal,0.0046,0.0045,8.89
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Scallops,Shellfish,0.0018,0.0018,0
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Skates and Rays,Demersal,1.0874,1.0874,1310.68
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Sole,Demersal,10.9889,10.5661,98555.58
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Squid,Shellfish,0.5816,0.5816,1949.92
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Turbot,Demersal,0.8374,0.7684,7115.09
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Whelks,Shellfish,1.7882,1.7882,1020.15
1,Scheveningen,Foreign,Netherlands,UK,Over10m,Whiting,Demersal,0.5306,0.5306,349.62
1,Scourie,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.085,0.085,259.37
1,Scourie,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0448,0.0448,862.4
1,Scourie,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.0823,0.0823,494.62
1,Scrabster,Highlands and Islands,Scotland,France,Over10m,Hake,Demersal,47.4916,42.704,117337.14
1,Scrabster,Highlands and Islands,Scotland,France,Over10m,Ling,Demersal,3.5097,3.0788,6034.35
1,Scrabster,Highlands and Islands,Scotland,France,Unknown,Haddock,Demersal,0.1076,0.092,173.88
1,Scrabster,Highlands and Islands,Scotland,France,Unknown,Hake,Demersal,83.478,76.0412,183215.58
1,Scrabster,Highlands and Islands,Scotland,France,Unknown,Ling,Demersal,10.9874,9.6379,18890.43
1,Scrabster,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,12.7218,12.7218,30022.82
1,Scrabster,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0365,0.0365,719.92
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Brill,Demersal,0.1055,0.0967,653.58
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,213.3972,187.2462,528607.26
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,115.1918,115.1918,327084.49
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Dogfish,Demersal,8.5298,8.5298,2996.1
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Gurnard,Demersal,14.236,14.2136,6174.78
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,283.3246,250.4994,425168.11
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,393.0639,354.868,1552626.32
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Halibut,Demersal,0.3043,0.2822,2765.29
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Horse Mackerel,Pelagic,0.08,0.08,40
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,4.0902,3.8949,26067.28
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,82.8286,72.6693,190205.51
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.4096,0.4096,8599.7
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,33.723,31.8401,147076.78
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,241.7826,198.1454,742690.13
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Mullet,Demersal,0.0229,0.0229,75.75
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.4691,0.269,910.47
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,3.4729,3.2835,8583.25
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,9.2792,8.9056,9126.67
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Pollack (Lythe),Demersal,4.1547,3.5515,11031.57
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,211.369,177.6213,176685.08
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,18.8883,16.7151,20338.74
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,50.8254,50.8254,215806.75
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Turbot,Demersal,0.6562,0.6017,6587.58
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,66.7264,59.1198,92185.42
1,Scrabster,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,1.2554,1.1843,1615.24
1,Seaford,"Surrey, East and West Sussex",England,UK,10m&Under,Crabs,Shellfish,0.37,0.37,518
1,Seaford,"Surrey, East and West Sussex",England,UK,10m&Under,Lobsters,Shellfish,0.0134,0.0134,291.8
1,Seaham,Tees Valley and Durham,England,UK,10m&Under,Lobsters,Shellfish,0.0118,0.0118,236
1,Seahouses,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,9.159,9.159,11984
1,Seahouses,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,1.411,1.411,27237
1,Seahouses,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Shellfish,Shellfish,0.035,0.035,45.5
1,Seahouses,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,6.3215,6.3215,8770.39
1,Seahouses,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,0.9,0.9,18516.52
1,Selje,Foreign,Norway,UK,Over10m,Mackerel,Pelagic,2851.861,2851.861,2320051
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Bass,Demersal,0.7312,0.7312,6888.45
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Bream,Demersal,0.0384,0.0384,77.1
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Brill,Demersal,0.0005,0.0005,1.65
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Cod,Demersal,0.0124,0.0107,23.45
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Crabs,Shellfish,1.9479,1.915,4664.86
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Herring,Pelagic,0.006,0.006,6
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Lobsters,Shellfish,0.627,0.627,10937.21
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Mullet,Demersal,0.0014,0.0014,7
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Other Demersal,Demersal,0.0151,0.0135,13.5
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Plaice,Demersal,0.0259,0.0246,27.62
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Pollack (Lythe),Demersal,0.0129,0.0113,15.5
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Skates and Rays,Demersal,0.151,0.0725,138.27
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Sole,Demersal,0.0898,0.0861,883.09
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Whelks,Shellfish,0.845,0.845,1014
1,Selsey,"Surrey, East and West Sussex",England,UK,10m&Under,Whiting,Demersal,0.0024,0.0021,2.2
1,Selsey,"Surrey, East and West Sussex",England,UK,Over10m,Crabs,Shellfish,3.019,3.019,6882.78
1,Selsey,"Surrey, East and West Sussex",England,UK,Over10m,Lobsters,Shellfish,0.1741,0.1741,3164.42
1,Selsey,"Surrey, East and West Sussex",England,UK,Over10m,Whelks,Shellfish,0.192,0.192,254.04
1,Shieldaig,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,12.4661,12.4661,28298.39
1,Shieldaig,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.8832,0.8832,5308.03
1,Shieldaig,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,2.242,2.242,5874.04
1,Shieldaig,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.241,0.241,1448.39
1,Shoreham,"Surrey, East and West Sussex",England,Belgium,Over10m,Brill,Demersal,0.0497,0.0457,299.73
1,Shoreham,"Surrey, East and West Sussex",England,Belgium,Over10m,Monks or Anglers,Demersal,0.03,0.01,95.1
1,Shoreham,"Surrey, East and West Sussex",England,Belgium,Over10m,Scallops,Shellfish,57.1217,57.1217,142899.38
1,Shoreham,"Surrey, East and West Sussex",England,Belgium,Over10m,Sole,Demersal,0.0436,0.042,429.38
1,Shoreham,"Surrey, East and West Sussex",England,Belgium,Over10m,Turbot,Demersal,0.0533,0.049,478.34
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Bass,Demersal,0.0589,0.0589,609.36
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Bream,Demersal,0.0054,0.0054,11.2
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Brill,Demersal,0.0353,0.033,238.76
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Cod,Demersal,0.3155,0.2764,854.09
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Crabs,Shellfish,0.0929,0.089,255.42
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Cuttlefish,Shellfish,0.0009,0.0009,3.6
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Dogfish,Demersal,0.6998,0.6998,185.96
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Gurnard,Demersal,1.8302,1.8302,1450.74
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Herring,Pelagic,0.0687,0.0687,48.47
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Lemon Sole,Demersal,0.0223,0.0216,142.98
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Lobsters,Shellfish,0.0017,0.0017,35.7
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Mackerel,Pelagic,0.0035,0.0035,7.28
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Mullet,Demersal,0.0011,0.0011,2.2
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Other Demersal,Demersal,0.1851,0.1794,64.69
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Plaice,Demersal,0.5508,0.5245,641.95
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Pollack (Lythe),Demersal,0.003,0.0027,9.9
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Scallops,Shellfish,0.0003,0.0003,0.75
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Skates and Rays,Demersal,1.0308,0.6272,1522.06
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Sole,Demersal,0.2046,0.1968,2284.7
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Squid,Shellfish,0.0752,0.0752,500.44
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Turbot,Demersal,0.1072,0.0996,1166.54
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Whelks,Shellfish,44.3065,44.3065,54346.61
1,Shoreham,"Surrey, East and West Sussex",England,UK,10m&Under,Whiting,Demersal,0.2928,0.2748,112.66
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Bream,Demersal,0.0031,0.0031,10.78
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Brill,Demersal,0.2395,0.2199,1108.07
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Cod,Demersal,0.1261,0.1179,331.81
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Crabs,Shellfish,0.0063,0.0036,10.77
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Cuttlefish,Shellfish,0.0016,0.0016,5.63
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Gurnard,Demersal,1.2827,1.2827,1041.23
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Lemon Sole,Demersal,0.0481,0.0458,249.42
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Mackerel,Pelagic,0.002,0.002,5.84
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Monks or Anglers,Demersal,0.4735,0.2474,1401.17
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Mullet,Demersal,0.0003,0.0003,4.83
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Other Demersal,Demersal,0.0522,0.0465,22.63
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Other Shellfish,Shellfish,0.0004,0.0004,0.77
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Plaice,Demersal,2.0783,1.9792,2785.01
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Pollack (Lythe),Demersal,0.0011,0.0009,2.17
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Scallops,Shellfish,339.1391,339.1391,783717.92
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Skates and Rays,Demersal,1.0653,0.6093,1539.1
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Sole,Demersal,1.5281,1.4694,15114.22
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Squid,Shellfish,0.0139,0.0139,71.44
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Turbot,Demersal,0.7226,0.6633,5248.75
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Whelks,Shellfish,11.5802,11.5802,14306.53
1,Shoreham,"Surrey, East and West Sussex",England,UK,Over10m,Whiting,Demersal,0.0262,0.0221,17.42
1,Sidmouth,Devon,England,UK,10m&Under,Bass,Demersal,0.0034,0.0034,34.82
1,Sidmouth,Devon,England,UK,10m&Under,Brill,Demersal,0.0013,0.0013,11.23
1,Sidmouth,Devon,England,UK,10m&Under,Crabs,Shellfish,0.0056,0.0014,5.56
1,Sidmouth,Devon,England,UK,10m&Under,Dogfish,Demersal,0.034,0.0126,3.02
1,Sidmouth,Devon,England,UK,10m&Under,Gurnard,Demersal,0.0016,0.0016,0.56
1,Sidmouth,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.0034,0.0034,5.59
1,Sidmouth,Devon,England,UK,10m&Under,Plaice,Demersal,0.0069,0.0066,9.07
1,Sidmouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,0.0042,0.0037,10.66
1,Sidmouth,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.0843,0.0405,141.65
1,Sidmouth,Devon,England,UK,10m&Under,Sole,Demersal,0.05,0.0478,550.62
1,Sidmouth,Devon,England,UK,10m&Under,Turbot,Demersal,0.0016,0.0015,17.97
1,Sidmouth,Devon,England,UK,10m&Under,Whiting,Demersal,0.0053,0.0046,4.64
1,Silloth,Cumbria,England,UK,Over10m,Scallops,Shellfish,17.7081,17.7081,53198.78
1,Skaagen,Foreign,Denmark,UK,Over10m,Herring,Pelagic,1268.942,1268.942,451804.7
1,Skeld,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,1.065,1.065,2743.5
1,Skeld,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.185,0.185,3561.25
1,Skeld,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,0.07,0.07,183.4
1,Skudeneshavn,Foreign,Norway,UK,Over10m,Mackerel,Pelagic,1914.43,1914.43,1832905
1,Sleat,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.626,0.626,3762.27
1,Solva,West Wales and the Valleys,Wales,UK,10m&Under,Crabs,Shellfish,0.114,0.114,259.7
1,Solva,West Wales and the Valleys,Wales,UK,10m&Under,Lobsters,Shellfish,0.0169,0.0169,296.8
1,Solva,West Wales and the Valleys,Wales,UK,10m&Under,Other Shellfish,Shellfish,0.0007,0.0007,15.4
1,South Lochs,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.1563,0.1563,939.37
1,South Ronaldsay,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,5.701,5.701,13190.96
1,South Ronaldsay,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0215,0.0215,413.88
1,South Ronaldsay,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,6.0252,6.0252,13781.33
1,South Ronaldsay,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.0316,0.0316,610.23
1,South Ronaldsay,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,4.192,4.192,13626.26
1,South Uist and Eriskay,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.393,0.393,972.06
1,South Uist and Eriskay,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0685,0.0685,1318.63
1,South Uist and Eriskay,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,5.9441,5.9441,13513.79
1,South Uist and Eriskay,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.404,0.404,2428.04
1,Southampton,Hampshire and Isle of Wight,England,UK,10m&Under,Other Shellfish,Shellfish,0.158,0.158,790
1,Southwold,East Anglia,England,UK,10m&Under,Cod,Demersal,0.0116,0.01,33.5
1,Southwold,East Anglia,England,UK,10m&Under,Other Demersal,Demersal,0.0178,0.013,44.2
1,Southwold,East Anglia,England,UK,10m&Under,Skates and Rays,Demersal,0.5963,0.5047,1169.03
1,Southwold,East Anglia,England,UK,10m&Under,Whelks,Shellfish,5.663,5.663,5663
1,Southwold,East Anglia,England,UK,10m&Under,Whiting,Demersal,0.0045,0.004,4
1,St Abbs,Eastern Scotland,Scotland,UK,10m&Under,Cod,Demersal,0.061,0.061,266.57
1,St Abbs,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,2.165,2.165,5524.63
1,St Abbs,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.996,0.996,19173.11
1,St Andrews,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.3564,0.3564,6860.72
1,St Ives,Cornwall and Isles of Scilly,England,UK,10m&Under,Herring,Pelagic,0.146,0.146,321.2
1,St Ives,Cornwall and Isles of Scilly,England,UK,10m&Under,Mackerel,Pelagic,1.399,1.399,1397.4
1,St Ives,Cornwall and Isles of Scilly,England,UK,10m&Under,Whiting,Demersal,0.108,0.108,75.6
1,St Mawes,Cornwall and Isles of Scilly,England,UK,10m&Under,Crabs,Shellfish,0.075,0.075,152.2
1,St Mawes,Cornwall and Isles of Scilly,England,UK,10m&Under,Haddock,Demersal,0.0643,0.0555,155.4
1,St Mawes,Cornwall and Isles of Scilly,England,UK,10m&Under,Lobsters,Shellfish,0.0052,0.0052,103
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Bass,Demersal,0.002,0.002,22.44
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Brill,Demersal,0.003,0.003,26.39
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Cod,Demersal,0.0035,0.003,11.73
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Cuttlefish,Shellfish,0.0393,0.0393,163.44
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Gurnard,Demersal,0.044,0.044,36.96
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Haddock,Demersal,0.2994,0.256,418.11
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Lemon Sole,Demersal,0.1467,0.14,983.39
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Ling,Demersal,0.0465,0.041,86.04
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Megrim,Demersal,0.001,0.001,4.02
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Monks or Anglers,Demersal,0.189,0.063,764.57
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Other Demersal,Demersal,0.2344,0.209,596.45
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Plaice,Demersal,0.0919,0.0875,180.94
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Skates and Rays,Demersal,0.1989,0.1765,217.69
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Sole,Demersal,0.0137,0.0135,161.1
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Squid,Shellfish,0.107,0.107,572.36
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Turbot,Demersal,0.001,0.001,16.78
1,St Mawes,Cornwall and Isles of Scilly,England,UK,Over10m,Whiting,Demersal,1.1543,0.9785,1082.25
1,St Monance,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.349,0.349,1130.48
1,St Monance,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.087,0.087,1674.76
1,Staithes,Tees Valley and Durham,England,UK,10m&Under,Crabs,Shellfish,1.181,1.181,1836.45
1,Staithes,Tees Valley and Durham,England,UK,10m&Under,Lobsters,Shellfish,0.2893,0.2893,6364.2
1,Stockinish,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.321,0.321,728.67
1,Stockinish,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,1.123,1.123,6749.24
1,Stockinish,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,3.3819,3.3819,24736.74
1,Stockinish,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,5.21,5.21,13375.65
1,Stonehaven,North Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,7.01,7.01,14852.79
1,Stonehaven,North Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.417,0.417,8313.9
1,Stonehaven,North Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,0.2435,0.2435,1602.42
1,Stornoway,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.8135,1.8135,4356.42
1,Stornoway,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0056,0.0056,111.48
1,Stornoway,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.3916,0.3916,2353.52
1,Stornoway,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.636,0.636,2416.8
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,0.0433,0.037,55.5
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,1.399,1.399,3212.63
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,0.1159,0.099,125.7
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,0.0067,0.006,4.8
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,0.0231,0.022,26.4
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,0.0114,0.01,10
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.0118,0.0118,227.15
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,0.0328,0.031,58.21
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,1.0899,0.9141,2645.92
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,14.8409,10.4118,55023.25
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,0.0619,0.059,58.35
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,6.201,6.201,16211.62
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,1.173,1.0379,1073.37
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,0.093,0.093,182
1,Stornoway,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,0.2236,0.211,199.39
1,Stranraer,South Western Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,0.0625,0.0625,261.37
1,Stranraer,South Western Scotland,Scotland,UK,Over10m,Scallops,Shellfish,14.3507,14.3507,38463.74
1,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.079,1.079,2441.76
1,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0152,0.0152,292.62
1,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.024,0.024,144.24
1,Stromness,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,3.7511,3.7511,9827.5
1,Stromness,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,89.567,89.567,231784.05
1,Stromness,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.1445,0.1445,3059.65
1,Stronsay,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.368,1.368,4054.89
1,Stronsay,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.027,0.027,519.76
1,Stronsay,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,0.274,0.274,938.09
1,Stronsay,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.0052,0.0052,100.1
1,Sullom,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,3.58,3.58,11866.14
1,Sullom,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,7.855,7.855,14931.38
1,Sullom / Toft,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,19.961,19.961,52297.8
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Brill,Demersal,0.0018,0.0018,7.2
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Cod,Demersal,0.2724,0.2371,365.2
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,0.896,0.896,984.2
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Haddock,Demersal,0.0124,0.011,11
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.002,0.002,4
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.1481,0.1481,2967.6
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.0063,0.0052,13
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.0005,0.0005,0.5
1,Sunderland,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,0.2015,0.2015,762.95
